created_at,TextPivot,Number of Records
20/04/2020,paying,292
20/04/2020,pay,857
20/04/2020,pandemic,429
20/04/2020,package,73
20/04/2020,open,189
20/04/2020,new,337
20/04/2020,needed,100
20/04/2020,money,1247
20/04/2020,million,160
20/04/2020,lost,144
20/04/2020,lockdown,179
20/04/2020,lives,183
20/04/2020,jobs,409
20/04/2020,income,229
20/04/2020,impact,215
20/04/2020,home,226
20/04/2020,help,647
20/04/2020,health,248
20/04/2020,government,261
20/04/2020,good,151
20/04/2020,global,170
20/04/2020,employees,134
20/04/2020,economy,1179
20/04/2020,economic,241
20/04/2020,debt,93
20/04/2020,crisis,386
20/04/2020,country,166
20/04/2020,China,165
20/04/2020,care,168
20/04/2020,businesses,374
20/04/2020,business,1694
20/04/2020,Business,377
20/04/2020,#economy,263
20/04/2020,#business,218
20/04/2020,@realDonaldTrump,216
21/04/2020,world,249
21/04/2020,working,175
21/04/2020,workers,315
21/04/2020,work,346
21/04/2020,virus,173
21/04/2020,US,216
21/04/2020,Trump,267
21/04/2020,today,109
21/04/2020,time,414
21/04/2020,support,433
21/04/2020,small,353
21/04/2020,save,112
21/04/2020,right,188
21/04/2020,response,161
21/04/2020,rent,139
21/04/2020,paying,242
21/04/2020,pay,823
21/04/2020,pandemic,599
21/04/2020,package,76
21/04/2020,open,217
21/04/2020,new,317
21/04/2020,needed,76
21/04/2020,money,1184
21/04/2020,million,151
21/04/2020,lost,180
21/04/2020,lockdown,154
21/04/2020,lives,198
21/04/2020,jobs,623
21/04/2020,income,221
21/04/2020,impact,207
21/04/2020,home,200
21/04/2020,help,598
21/04/2020,health,278
21/04/2020,government,265
21/04/2020,good,150
21/04/2020,global,160
21/04/2020,employees,149
21/04/2020,economy,1134
21/04/2020,economic,178
21/04/2020,debt,69
21/04/2020,crisis,318
21/04/2020,country,156
21/04/2020,China,141
21/04/2020,care,212
21/04/2020,businesses,416
21/04/2020,business,1719
21/04/2020,Business,411
21/04/2020,#economy,233
21/04/2020,#business,256
21/04/2020,@realDonaldTrump,258
22/04/2020,world,245
22/04/2020,working,161
22/04/2020,workers,226
22/04/2020,work,376
22/04/2020,virus,146
22/04/2020,US,162
22/04/2020,Trump,219
22/04/2020,today,164
22/04/2020,time,463
22/04/2020,support,521
22/04/2020,small,266
22/04/2020,save,310
22/04/2020,right,191
22/04/2020,response,244
22/04/2020,rent,149
22/04/2020,paying,332
22/04/2020,pay,685
22/04/2020,pandemic,500
22/04/2020,package,151
22/04/2020,open,220
22/04/2020,new,561
22/04/2020,needed,150
22/04/2020,money,1423
22/04/2020,million,207
22/04/2020,lost,149
22/04/2020,lockdown,147
22/04/2020,lives,376
22/04/2020,jobs,455
22/04/2020,income,327
22/04/2020,impact,194
22/04/2020,home,216
22/04/2020,help,897
22/04/2020,health,278
22/04/2020,government,234
22/04/2020,good,151
22/04/2020,global,129
22/04/2020,employees,105
22/04/2020,economy,1264
22/04/2020,economic,184
22/04/2020,debt,129
22/04/2020,crisis,372
22/04/2020,country,280
22/04/2020,China,113
22/04/2020,care,212
22/04/2020,businesses,354
22/04/2020,business,1601
22/04/2020,Business,356
22/04/2020,#economy,214
22/04/2020,#business,188
22/04/2020,@realDonaldTrump,245
23/04/2020,world,223
23/04/2020,working,195
23/04/2020,workers,285
23/04/2020,work,358
23/04/2020,virus,138
23/04/2020,US,190
23/04/2020,Trump,182
23/04/2020,today,181
23/04/2020,time,523
23/04/2020,support,567
23/04/2020,small,243
23/04/2020,save,220
23/04/2020,right,167
23/04/2020,response,276
23/04/2020,rent,179
23/04/2020,paying,343
23/04/2020,pay,853
23/04/2020,pandemic,473
23/04/2020,package,45
23/04/2020,open,181
23/04/2020,new,428
23/04/2020,needed,81
23/04/2020,money,1351
23/04/2020,million,212
23/04/2020,lost,183
23/04/2020,lockdown,192
23/04/2020,lives,244
23/04/2020,jobs,453
23/04/2020,income,252
23/04/2020,impact,210
23/04/2020,home,210
23/04/2020,help,724
23/04/2020,health,263
23/04/2020,government,260
23/04/2020,good,150
23/04/2020,global,141
23/04/2020,employees,124
23/04/2020,economy,1108
23/04/2020,economic,215
23/04/2020,debt,57
23/04/2020,crisis,410
23/04/2020,country,290
23/04/2020,China,131
23/04/2020,care,175
23/04/2020,businesses,354
23/04/2020,business,1700
23/04/2020,Business,373
23/04/2020,#economy,339
23/04/2020,#business,238
23/04/2020,@realDonaldTrump,258
24/04/2020,world,159
24/04/2020,working,104
24/04/2020,workers,190
24/04/2020,work,262
24/04/2020,virus,92
24/04/2020,US,115
24/04/2020,Trump,140
24/04/2020,today,149
24/04/2020,time,375
24/04/2020,support,452
24/04/2020,small,280
24/04/2020,save,127
24/04/2020,right,108
24/04/2020,response,169
24/04/2020,rent,207
24/04/2020,paying,230
24/04/2020,pay,668
24/04/2020,pandemic,389
24/04/2020,package,40
24/04/2020,open,130
24/04/2020,new,319
24/04/2020,needed,58
24/04/2020,money,1018
24/04/2020,million,101
24/04/2020,lost,101
24/04/2020,lockdown,156
24/04/2020,lives,200
24/04/2020,jobs,295
24/04/2020,income,166
24/04/2020,impact,179
24/04/2020,home,152
24/04/2020,help,557
24/04/2020,health,162
24/04/2020,government,169
24/04/2020,good,138
24/04/2020,global,108
24/04/2020,employees,73
24/04/2020,economy,801
24/04/2020,economic,128
24/04/2020,debt,60
24/04/2020,crisis,269
24/04/2020,country,201
24/04/2020,China,78
24/04/2020,care,123
24/04/2020,businesses,352
24/04/2020,business,1328
24/04/2020,Business,322
24/04/2020,#economy,192
24/04/2020,#business,193
24/04/2020,@realDonaldTrump,162
25/04/2020,world,120
25/04/2020,working,74
25/04/2020,workers,143
25/04/2020,work,142
25/04/2020,virus,66
25/04/2020,US,75
25/04/2020,Trump,87
25/04/2020,today,52
25/04/2020,time,245
25/04/2020,support,235
25/04/2020,small,111
25/04/2020,save,102
25/04/2020,right,82
25/04/2020,response,117
25/04/2020,rent,70
25/04/2020,paying,212
25/04/2020,pay,452
25/04/2020,pandemic,190
25/04/2020,package,34
25/04/2020,open,77
25/04/2020,new,172
25/04/2020,needed,42
25/04/2020,money,674
25/04/2020,million,79
25/04/2020,lost,79
25/04/2020,lockdown,104
25/04/2020,lives,155
25/04/2020,jobs,159
25/04/2020,income,97
25/04/2020,impact,65
25/04/2020,home,100
25/04/2020,help,336
25/04/2020,health,117
25/04/2020,government,114
25/04/2020,good,96
25/04/2020,global,63
25/04/2020,employees,47
25/04/2020,economy,558
25/04/2020,economic,50
25/04/2020,debt,41
25/04/2020,crisis,146
25/04/2020,country,151
25/04/2020,China,88
25/04/2020,care,94
25/04/2020,businesses,121
25/04/2020,business,563
25/04/2020,Business,156
25/04/2020,#economy,109
25/04/2020,#business,104
25/04/2020,@realDonaldTrump,111
26/04/2020,world,125
26/04/2020,working,52
26/04/2020,workers,121
26/04/2020,work,138
26/04/2020,virus,62
26/04/2020,US,92
26/04/2020,Trump,83
26/04/2020,today,39
26/04/2020,time,206
26/04/2020,support,181
26/04/2020,small,86
26/04/2020,save,94
26/04/2020,right,59
26/04/2020,response,88
26/04/2020,rent,59
26/04/2020,paying,128
26/04/2020,pay,367
26/04/2020,pandemic,227
26/04/2020,package,32
26/04/2020,open,87
26/04/2020,new,132
26/04/2020,needed,61
26/04/2020,money,647
26/04/2020,million,61
26/04/2020,lost,83
26/04/2020,lockdown,108
26/04/2020,lives,116
26/04/2020,jobs,201
26/04/2020,income,90
26/04/2020,impact,72
26/04/2020,home,134
26/04/2020,help,329
26/04/2020,health,115
26/04/2020,government,94
26/04/2020,good,72
26/04/2020,global,46
26/04/2020,employees,31
26/04/2020,economy,556
26/04/2020,economic,76
26/04/2020,debt,34
26/04/2020,crisis,113
26/04/2020,country,119
26/04/2020,China,73
26/04/2020,care,72
26/04/2020,businesses,88
26/04/2020,business,510
26/04/2020,Business,150
26/04/2020,#economy,195
26/04/2020,#business,79
26/04/2020,@realDonaldTrump,87
27/04/2020,world,165
27/04/2020,working,127
27/04/2020,workers,199
27/04/2020,work,234
27/04/2020,virus,99
27/04/2020,US,83
27/04/2020,Trump,84
27/04/2020,today,116
27/04/2020,time,305
27/04/2020,support,378
27/04/2020,small,214
27/04/2020,save,109
27/04/2020,right,114
27/04/2020,response,147
27/04/2020,rent,108
27/04/2020,paying,217
27/04/2020,pay,577
27/04/2020,pandemic,358
27/04/2020,package,25
27/04/2020,open,141
27/04/2020,new,265
27/04/2020,needed,39
27/04/2020,money,854
27/04/2020,million,66
27/04/2020,lost,114
27/04/2020,lockdown,248
27/04/2020,lives,159
27/04/2020,jobs,268
27/04/2020,income,182
27/04/2020,impact,151
27/04/2020,home,158
27/04/2020,help,469
27/04/2020,health,167
27/04/2020,government,173
27/04/2020,good,97
27/04/2020,global,88
27/04/2020,employees,85
27/04/2020,economy,920
27/04/2020,economic,112
27/04/2020,debt,26
27/04/2020,crisis,233
27/04/2020,country,170
27/04/2020,China,87
27/04/2020,care,101
27/04/2020,businesses,295
27/04/2020,business,1399
27/04/2020,Business,306
27/04/2020,#economy,232
27/04/2020,#business,160
27/04/2020,@realDonaldTrump,156
28/04/2020,world,210
28/04/2020,working,188
28/04/2020,workers,446
28/04/2020,work,374
28/04/2020,virus,144
28/04/2020,US,163
28/04/2020,Trump,141
28/04/2020,today,247
28/04/2020,time,394
28/04/2020,support,408
28/04/2020,small,288
28/04/2020,save,133
28/04/2020,right,162
28/04/2020,response,150
28/04/2020,rent,166
28/04/2020,paying,267
28/04/2020,pay,867
28/04/2020,pandemic,549
28/04/2020,package,49
28/04/2020,open,201
28/04/2020,new,390
28/04/2020,needed,86
28/04/2020,money,1306
28/04/2020,million,134
28/04/2020,lost,273
28/04/2020,lockdown,225
28/04/2020,lives,346
28/04/2020,jobs,394
28/04/2020,income,249
28/04/2020,impact,194
28/04/2020,home,189
28/04/2020,help,599
28/04/2020,health,264
28/04/2020,government,244
28/04/2020,good,139
28/04/2020,global,116
28/04/2020,employees,87
28/04/2020,economy,1120
28/04/2020,economic,188
28/04/2020,debt,42
28/04/2020,crisis,297
28/04/2020,country,203
28/04/2020,China,135
28/04/2020,care,219
28/04/2020,businesses,318
28/04/2020,business,1727
28/04/2020,Business,372
28/04/2020,#economy,259
28/04/2020,#business,264
28/04/2020,@realDonaldTrump,191
29/04/2020,world,232
29/04/2020,working,180
29/04/2020,workers,290
29/04/2020,work,371
29/04/2020,virus,122
29/04/2020,US,250
29/04/2020,Trump,153
29/04/2020,today,192
29/04/2020,time,404
29/04/2020,support,413
29/04/2020,small,276
29/04/2020,save,127
29/04/2020,right,177
29/04/2020,response,162
29/04/2020,rent,184
29/04/2020,paying,230
29/04/2020,pay,825
29/04/2020,pandemic,485
29/04/2020,package,33
29/04/2020,open,209
29/04/2020,new,352
29/04/2020,needed,65
29/04/2020,money,1171
29/04/2020,million,137
29/04/2020,lost,143
29/04/2020,lockdown,172
29/04/2020,lives,194
29/04/2020,jobs,424
29/04/2020,income,256
29/04/2020,impact,208
29/04/2020,home,189
29/04/2020,help,657
29/04/2020,health,251
29/04/2020,government,222
29/04/2020,good,175
29/04/2020,global,125
29/04/2020,employees,118
29/04/2020,economy,1244
29/04/2020,economic,159
29/04/2020,debt,53
29/04/2020,crisis,312
29/04/2020,country,191
29/04/2020,China,130
29/04/2020,care,182
29/04/2020,businesses,315
29/04/2020,business,1779
29/04/2020,Business,408
29/04/2020,#economy,268
29/04/2020,#business,215
29/04/2020,@realDonaldTrump,202
30/04/2020,world,193
30/04/2020,working,191
30/04/2020,workers,256
30/04/2020,work,363
30/04/2020,virus,121
30/04/2020,US,180
30/04/2020,Trump,154
30/04/2020,today,159
30/04/2020,time,399
30/04/2020,support,417
30/04/2020,small,223
30/04/2020,save,116
30/04/2020,right,157
30/04/2020,response,234
30/04/2020,rent,250
30/04/2020,paying,254
30/04/2020,pay,807
30/04/2020,pandemic,514
30/04/2020,package,30
30/04/2020,open,163
30/04/2020,new,362
30/04/2020,needed,50
30/04/2020,money,1109
30/04/2020,million,233
30/04/2020,lost,159
30/04/2020,lockdown,200
30/04/2020,lives,199
30/04/2020,jobs,490
30/04/2020,income,227
30/04/2020,impact,243
30/04/2020,home,183
30/04/2020,help,549
30/04/2020,health,216
30/04/2020,government,205
30/04/2020,good,137
30/04/2020,global,172
30/04/2020,employees,124
30/04/2020,economy,1362
30/04/2020,economic,187
30/04/2020,debt,84
30/04/2020,crisis,385
30/04/2020,country,184
30/04/2020,China,116
30/04/2020,care,158
30/04/2020,businesses,314
30/04/2020,business,1556
30/04/2020,Business,383
30/04/2020,#economy,315
30/04/2020,#business,232
30/04/2020,@realDonaldTrump,195
01/05/2020,world,157
01/05/2020,working,155
01/05/2020,workers,391
01/05/2020,work,275
01/05/2020,virus,85
01/05/2020,US,79
01/05/2020,Trump,108
01/05/2020,today,144
01/05/2020,time,260
01/05/2020,support,243
01/05/2020,small,165
01/05/2020,save,90
01/05/2020,right,111
01/05/2020,response,111
01/05/2020,rent,217
01/05/2020,paying,169
01/05/2020,pay,644
01/05/2020,pandemic,374
01/05/2020,package,95
01/05/2020,open,132
01/05/2020,new,272
01/05/2020,needed,110
01/05/2020,money,755
01/05/2020,million,161
01/05/2020,lost,127
01/05/2020,lockdown,143
01/05/2020,lives,172
01/05/2020,jobs,422
01/05/2020,income,190
01/05/2020,impact,130
01/05/2020,home,167
01/05/2020,help,478
01/05/2020,health,169
01/05/2020,government,163
01/05/2020,good,120
01/05/2020,global,118
01/05/2020,employees,75
01/05/2020,economy,779
01/05/2020,economic,140
01/05/2020,debt,134
01/05/2020,crisis,300
01/05/2020,country,105
01/05/2020,China,87
01/05/2020,care,124
01/05/2020,businesses,207
01/05/2020,business,1053
01/05/2020,Business,252
01/05/2020,#economy,199
01/05/2020,#business,132
01/05/2020,@realDonaldTrump,103
02/05/2020,world,93
02/05/2020,working,46
02/05/2020,workers,111
02/05/2020,work,134
02/05/2020,virus,50
02/05/2020,US,70
02/05/2020,Trump,55
02/05/2020,today,49
02/05/2020,time,160
02/05/2020,support,134
02/05/2020,small,111
02/05/2020,save,195
02/05/2020,right,67
02/05/2020,response,70
02/05/2020,rent,73
02/05/2020,paying,121
02/05/2020,pay,310
02/05/2020,pandemic,175
02/05/2020,package,11
02/05/2020,open,66
02/05/2020,new,273
02/05/2020,needed,15
02/05/2020,money,682
02/05/2020,million,37
02/05/2020,lost,67
02/05/2020,lockdown,78
02/05/2020,lives,215
02/05/2020,jobs,188
02/05/2020,income,85
02/05/2020,impact,49
02/05/2020,home,82
02/05/2020,help,361
02/05/2020,health,81
02/05/2020,government,90
02/05/2020,good,61
02/05/2020,global,52
02/05/2020,employees,45
02/05/2020,economy,420
02/05/2020,economic,63
02/05/2020,debt,13
02/05/2020,crisis,88
02/05/2020,country,86
02/05/2020,China,60
02/05/2020,care,69
02/05/2020,businesses,111
02/05/2020,business,540
02/05/2020,Business,121
02/05/2020,#economy,94
02/05/2020,#business,95
02/05/2020,@realDonaldTrump,73
03/05/2020,world,104
03/05/2020,working,45
03/05/2020,workers,146
03/05/2020,work,137
03/05/2020,virus,75
03/05/2020,US,85
03/05/2020,Trump,87
03/05/2020,today,39
03/05/2020,time,158
03/05/2020,support,121
03/05/2020,small,91
03/05/2020,save,111
03/05/2020,right,91
03/05/2020,response,66
03/05/2020,rent,58
03/05/2020,paying,101
03/05/2020,pay,362
03/05/2020,pandemic,188
03/05/2020,package,5
03/05/2020,open,82
03/05/2020,new,161
03/05/2020,needed,19
03/05/2020,money,563
03/05/2020,million,108
03/05/2020,lost,61
03/05/2020,lockdown,97
03/05/2020,lives,147
03/05/2020,jobs,176
03/05/2020,income,84
03/05/2020,impact,61
03/05/2020,home,93
03/05/2020,help,236
03/05/2020,health,77
03/05/2020,government,104
03/05/2020,good,80
03/05/2020,global,51
03/05/2020,employees,26
03/05/2020,economy,466
03/05/2020,economic,76
03/05/2020,debt,17
03/05/2020,crisis,157
03/05/2020,country,87
03/05/2020,China,70
03/05/2020,care,57
03/05/2020,businesses,96
03/05/2020,business,505
03/05/2020,Business,128
03/05/2020,#economy,116
03/05/2020,#business,115
03/05/2020,@realDonaldTrump,75
04/05/2020,world,160
04/05/2020,working,117
04/05/2020,workers,213
04/05/2020,work,281
04/05/2020,virus,105
04/05/2020,US,98
04/05/2020,Trump,116
04/05/2020,today,162
04/05/2020,time,238
04/05/2020,support,265
04/05/2020,small,177
04/05/2020,save,107
04/05/2020,right,118
04/05/2020,response,134
04/05/2020,rent,141
04/05/2020,paying,160
04/05/2020,pay,692
04/05/2020,pandemic,330
04/05/2020,package,20
04/05/2020,open,147
04/05/2020,new,262
04/05/2020,needed,35
04/05/2020,money,785
04/05/2020,million,70
04/05/2020,lost,101
04/05/2020,lockdown,135
04/05/2020,lives,134
04/05/2020,jobs,275
04/05/2020,income,158
04/05/2020,impact,142
04/05/2020,home,137
04/05/2020,help,475
04/05/2020,health,165
04/05/2020,government,200
04/05/2020,good,124
04/05/2020,global,103
04/05/2020,employees,76
04/05/2020,economy,766
04/05/2020,economic,123
04/05/2020,debt,27
04/05/2020,crisis,311
04/05/2020,country,129
04/05/2020,China,117
04/05/2020,care,96
04/05/2020,businesses,254
04/05/2020,business,1136
04/05/2020,Business,273
04/05/2020,#economy,197
04/05/2020,#business,193
04/05/2020,@realDonaldTrump,104
05/05/2020,world,210
05/05/2020,working,166
05/05/2020,workers,262
05/05/2020,work,292
05/05/2020,virus,148
05/05/2020,US,172
05/05/2020,Trump,180
05/05/2020,today,162
05/05/2020,time,364
05/05/2020,support,392
05/05/2020,small,229
05/05/2020,save,123
05/05/2020,right,147
05/05/2020,response,166
05/05/2020,rent,165
05/05/2020,paying,206
05/05/2020,pay,682
05/05/2020,pandemic,496
05/05/2020,package,31
05/05/2020,open,179
05/05/2020,new,373
05/05/2020,needed,63
05/05/2020,money,1076
05/05/2020,million,140
05/05/2020,lost,145
05/05/2020,lockdown,163
05/05/2020,lives,219
05/05/2020,jobs,480
05/05/2020,income,218
05/05/2020,impact,193
05/05/2020,home,172
05/05/2020,help,602
05/05/2020,health,220
05/05/2020,government,221
05/05/2020,good,157
05/05/2020,global,141
05/05/2020,employees,108
05/05/2020,economy,1177
05/05/2020,economic,168
05/05/2020,debt,32
05/05/2020,crisis,354
05/05/2020,country,176
05/05/2020,China,89
05/05/2020,care,143
05/05/2020,businesses,316
05/05/2020,business,1660
05/05/2020,Business,389
05/05/2020,#economy,289
05/05/2020,#business,234
05/05/2020,@realDonaldTrump,211
06/05/2020,world,133
06/05/2020,working,110
06/05/2020,workers,282
06/05/2020,work,297
06/05/2020,virus,140
06/05/2020,US,143
06/05/2020,Trump,156
06/05/2020,today,132
06/05/2020,time,303
06/05/2020,support,347
06/05/2020,small,172
06/05/2020,save,120
06/05/2020,right,140
06/05/2020,response,131
06/05/2020,rent,92
06/05/2020,paying,194
06/05/2020,pay,656
06/05/2020,pandemic,408
06/05/2020,package,13
06/05/2020,open,152
06/05/2020,new,315
06/05/2020,needed,57
06/05/2020,money,966
06/05/2020,million,144
06/05/2020,lost,131
06/05/2020,lockdown,155
06/05/2020,lives,189
06/05/2020,jobs,384
06/05/2020,income,200
06/05/2020,impact,165
06/05/2020,home,157
06/05/2020,help,438
06/05/2020,health,195
06/05/2020,government,189
06/05/2020,good,132
06/05/2020,global,100
06/05/2020,employees,90
06/05/2020,economy,976
06/05/2020,economic,144
06/05/2020,debt,30
06/05/2020,crisis,256
06/05/2020,country,145
06/05/2020,China,74
06/05/2020,care,108
06/05/2020,businesses,234
06/05/2020,business,1217
06/05/2020,Business,311
06/05/2020,#economy,261
06/05/2020,#business,234
06/05/2020,@realDonaldTrump,193
07/05/2020,world,152
07/05/2020,working,133
07/05/2020,workers,274
07/05/2020,work,320
07/05/2020,virus,91
07/05/2020,US,156
07/05/2020,Trump,166
07/05/2020,today,138
07/05/2020,time,345
07/05/2020,support,339
07/05/2020,small,156
07/05/2020,save,111
07/05/2020,right,126
07/05/2020,response,143
07/05/2020,rent,120
07/05/2020,paying,224
07/05/2020,pay,598
07/05/2020,pandemic,429
07/05/2020,package,27
07/05/2020,open,157
07/05/2020,new,304
07/05/2020,needed,57
07/05/2020,money,985
07/05/2020,million,161
07/05/2020,lost,164
07/05/2020,lockdown,176
07/05/2020,lives,188
07/05/2020,jobs,379
07/05/2020,income,230
07/05/2020,impact,190
07/05/2020,home,152
07/05/2020,help,614
07/05/2020,health,195
07/05/2020,government,196
07/05/2020,good,119
07/05/2020,global,96
07/05/2020,employees,119
07/05/2020,economy,1066
07/05/2020,economic,159
07/05/2020,debt,49
07/05/2020,crisis,340
07/05/2020,country,203
07/05/2020,China,76
07/05/2020,care,175
07/05/2020,businesses,268
07/05/2020,business,1426
07/05/2020,Business,308
07/05/2020,#economy,250
07/05/2020,#business,226
07/05/2020,@realDonaldTrump,125
08/05/2020,world,156
08/05/2020,working,116
08/05/2020,workers,228
08/05/2020,work,365
08/05/2020,virus,122
08/05/2020,US,202
08/05/2020,Trump,149
08/05/2020,today,116
08/05/2020,time,251
08/05/2020,support,216
08/05/2020,small,149
08/05/2020,save,75
08/05/2020,right,105
08/05/2020,response,123
08/05/2020,rent,104
08/05/2020,paying,167
08/05/2020,pay,481
08/05/2020,pandemic,451
08/05/2020,package,22
08/05/2020,open,134
08/05/2020,new,284
08/05/2020,needed,39
08/05/2020,money,766
08/05/2020,million,278
08/05/2020,lost,303
08/05/2020,lockdown,121
08/05/2020,lives,128
08/05/2020,jobs,639
08/05/2020,income,164
08/05/2020,impact,147
08/05/2020,home,144
08/05/2020,help,397
08/05/2020,health,192
08/05/2020,government,144
08/05/2020,good,104
08/05/2020,global,102
08/05/2020,employees,74
08/05/2020,economy,1026
08/05/2020,economic,131
08/05/2020,debt,49
08/05/2020,crisis,238
08/05/2020,country,136
08/05/2020,China,74
08/05/2020,care,154
08/05/2020,businesses,210
08/05/2020,business,1062
08/05/2020,Business,240
08/05/2020,#economy,296
08/05/2020,#business,152
08/05/2020,@realDonaldTrump,174
09/05/2020,world,135
09/05/2020,working,80
09/05/2020,workers,117
09/05/2020,work,164
09/05/2020,virus,89
09/05/2020,US,84
09/05/2020,Trump,98
09/05/2020,today,45
09/05/2020,time,175
09/05/2020,support,128
09/05/2020,small,74
09/05/2020,save,53
09/05/2020,right,97
09/05/2020,response,68
09/05/2020,rent,81
09/05/2020,paying,116
09/05/2020,pay,360
09/05/2020,pandemic,179
09/05/2020,package,29
09/05/2020,open,74
09/05/2020,new,139
09/05/2020,needed,28
09/05/2020,money,500
09/05/2020,million,83
09/05/2020,lost,95
09/05/2020,lockdown,75
09/05/2020,lives,110
09/05/2020,jobs,227
09/05/2020,income,111
09/05/2020,impact,65
09/05/2020,home,79
09/05/2020,help,188
09/05/2020,health,104
09/05/2020,government,104
09/05/2020,good,80
09/05/2020,global,61
09/05/2020,employees,32
09/05/2020,economy,494
09/05/2020,economic,83
09/05/2020,debt,48
09/05/2020,crisis,107
09/05/2020,country,112
09/05/2020,China,56
09/05/2020,care,100
09/05/2020,businesses,119
09/05/2020,business,625
09/05/2020,Business,145
09/05/2020,#economy,126
09/05/2020,#business,105
09/05/2020,@realDonaldTrump,94
10/05/2020,world,83
10/05/2020,working,86
10/05/2020,workers,108
10/05/2020,work,248
10/05/2020,virus,61
10/05/2020,US,97
10/05/2020,Trump,81
10/05/2020,today,63
10/05/2020,time,142
10/05/2020,support,95
10/05/2020,small,50
10/05/2020,save,43
10/05/2020,right,91
10/05/2020,response,41
10/05/2020,rent,33
10/05/2020,paying,84
10/05/2020,pay,300
10/05/2020,pandemic,127
10/05/2020,package,14
10/05/2020,open,70
10/05/2020,new,118
10/05/2020,needed,21
10/05/2020,money,450
10/05/2020,million,61
10/05/2020,lost,64
10/05/2020,lockdown,97
10/05/2020,lives,113
10/05/2020,jobs,184
10/05/2020,income,74
10/05/2020,impact,48
10/05/2020,home,100
10/05/2020,help,131
10/05/2020,health,104
10/05/2020,government,108
10/05/2020,good,56
10/05/2020,global,25
10/05/2020,employees,28
10/05/2020,economy,552
10/05/2020,economic,45
10/05/2020,debt,16
10/05/2020,crisis,61
10/05/2020,country,123
10/05/2020,China,46
10/05/2020,care,84
10/05/2020,businesses,77
10/05/2020,business,559
10/05/2020,Business,109
10/05/2020,#economy,137
10/05/2020,#business,92
10/05/2020,@realDonaldTrump,101
11/05/2020,world,174
11/05/2020,working,128
11/05/2020,workers,181
11/05/2020,work,336
11/05/2020,virus,93
11/05/2020,US,127
11/05/2020,Trump,95
11/05/2020,today,110
11/05/2020,time,225
11/05/2020,support,243
11/05/2020,small,128
11/05/2020,save,85
11/05/2020,right,110
11/05/2020,response,109
11/05/2020,rent,91
11/05/2020,paying,172
11/05/2020,pay,510
11/05/2020,pandemic,291
11/05/2020,package,13
11/05/2020,open,138
11/05/2020,new,269
11/05/2020,needed,37
11/05/2020,money,734
11/05/2020,million,90
11/05/2020,lost,124
11/05/2020,lockdown,147
11/05/2020,lives,142
11/05/2020,jobs,411
11/05/2020,income,160
11/05/2020,impact,136
11/05/2020,home,154
11/05/2020,help,393
11/05/2020,health,156
11/05/2020,government,162
11/05/2020,good,95
11/05/2020,global,76
11/05/2020,employees,87
11/05/2020,economy,843
11/05/2020,economic,148
11/05/2020,debt,26
11/05/2020,crisis,199
11/05/2020,country,126
11/05/2020,China,101
11/05/2020,care,103
11/05/2020,businesses,229
11/05/2020,business,1233
11/05/2020,Business,243
11/05/2020,#economy,217
11/05/2020,#business,177
11/05/2020,@realDonaldTrump,135
12/05/2020,world,177
12/05/2020,working,176
12/05/2020,workers,253
12/05/2020,work,367
12/05/2020,virus,119
12/05/2020,US,142
12/05/2020,Trump,123
12/05/2020,today,152
12/05/2020,time,272
12/05/2020,support,307
12/05/2020,small,139
12/05/2020,save,96
12/05/2020,right,139
12/05/2020,response,116
12/05/2020,rent,114
12/05/2020,paying,200
12/05/2020,pay,645
12/05/2020,pandemic,454
12/05/2020,package,88
12/05/2020,open,180
12/05/2020,new,300
12/05/2020,needed,43
12/05/2020,money,886
12/05/2020,million,100
12/05/2020,lost,110
12/05/2020,lockdown,139
12/05/2020,lives,147
12/05/2020,jobs,333
12/05/2020,income,199
12/05/2020,impact,138
12/05/2020,home,162
12/05/2020,help,495
12/05/2020,health,203
12/05/2020,government,173
12/05/2020,good,103
12/05/2020,global,108
12/05/2020,employees,124
12/05/2020,economy,1039
12/05/2020,economic,169
12/05/2020,debt,40
12/05/2020,crisis,304
12/05/2020,country,125
12/05/2020,China,103
12/05/2020,care,144
12/05/2020,businesses,279
12/05/2020,business,1266
12/05/2020,Business,333
12/05/2020,#economy,255
12/05/2020,#business,194
12/05/2020,@realDonaldTrump,198
13/05/2020,world,176
13/05/2020,working,161
13/05/2020,workers,245
13/05/2020,work,454
13/05/2020,virus,109
13/05/2020,US,164
13/05/2020,Trump,103
13/05/2020,today,162
13/05/2020,time,313
13/05/2020,support,331
13/05/2020,small,174
13/05/2020,save,111
13/05/2020,right,117
13/05/2020,response,102
13/05/2020,rent,107
13/05/2020,paying,173
13/05/2020,pay,661
13/05/2020,pandemic,466
13/05/2020,package,87
13/05/2020,open,175
13/05/2020,new,348
13/05/2020,needed,45
13/05/2020,money,881
13/05/2020,million,118
13/05/2020,lost,139
13/05/2020,lockdown,200
13/05/2020,lives,157
13/05/2020,jobs,455
13/05/2020,income,217
13/05/2020,impact,181
13/05/2020,home,173
13/05/2020,help,502
13/05/2020,health,209
13/05/2020,government,268
13/05/2020,good,137
13/05/2020,global,119
13/05/2020,employees,96
13/05/2020,economy,1217
13/05/2020,economic,194
13/05/2020,debt,47
13/05/2020,crisis,337
13/05/2020,country,133
13/05/2020,China,94
13/05/2020,care,144
13/05/2020,businesses,268
13/05/2020,business,1354
13/05/2020,Business,347
13/05/2020,#economy,260
